province,weather,temp_c,humidity_%,wind_km/h,pressure_mbar,AQI,PM2_5,PM10,O3,NO2,SO2,CO,PM25_was_unknown,date,comunidades
"Palmas, Las",Broken clouds,21,75,12.7,1022,1.0,4.1,Unknown,Unknown,Unknown,2.0,Unknown,No,2022-11-17 22:00:00,Canarias
"Rioja, La",Scattered clouds,10,82,9.3,1009,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,"Rioja, La"
Salamanca,Broken clouds,8,93,18.8,1013,12.0,3.0,Unknown,Unknown,11.0,1.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,21,73,15.1,1022,54.0,13.4,41.0,10.0,16.0,8.5,0.0,No,2022-11-17 22:00:00,Canarias
Segovia,Broken clouds,8,91,19.2,1013,37.0,9.0,17.0,Unknown,14.0,2.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Sevilla,Broken clouds,18,88,16.6,1015,17.0,4.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Andalucía
Soria,Scattered clouds,8,79,6.4,1008,2.0,4.1,Unknown,Unknown,10.0,3.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Tarragona,Clear sky,19,47,30.1,1005,39.0,9.5,17.0,54.0,7.0,3.0,Unknown,No,2022-11-17 22:00:00,Cataluña
Teruel,Few clouds,12,71,5.5,1010,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-17 22:00:00,Aragón
Toledo,Broken clouds,13,77,31.4,1012,25.0,6.0,4.0,Unknown,Unknown,2.0,Unknown,No,2022-11-17 22:00:00,Castilla-La Mancha
Valencia/València,Scattered clouds,19,65,23.8,1009,15.0,2.0,4.0,36.0,5.0,3.0,0.1,No,2022-11-17 22:00:00,Comunidad Valenciana
Valladolid,Clear sky,9,88,23.1,1012,18.0,4.1,Unknown,44.0,20.0,Unknown,Unknown,No,2022-11-17 22:00:00,Castilla y León
Zamora,Scattered clouds,9,88,22.8,1012,25.0,6.0,11.0,Unknown,10.0,1.0,Unknown,No,2022-11-17 22:00:00,Castilla y León
Zaragoza,Scattered clouds,14,74,31.5,1008,26.0,6.0,10.1,64.1,12.4,4.5,130.0,No,2022-11-17 22:00:00,Aragón
Ceuta,Few clouds,19,82,30.6,1017,23.0,3.7,8.3,57.4,Unknown,6.5,0.2,No,2022-11-17 22:00:00,Ceuta
Albacete,Clear sky,11,76,14.8,1013,29.0,7.0,22.0,62.0,8.0,2.0,0.0,No,2022-11-18 11:00:00,Castilla-La Mancha
Alicante/Alacant,Rain,18,53,14.8,1011,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Alicante/Alacant
Almería,Broken clouds,17,84,29.2,1011,25.0,6.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Andalucía
Asturias,Broken clouds,10,76,8.2,1016,12.0,3.0,5.0,Unknown,Unknown,Unknown,0.6,No,2022-11-18 11:00:00,Asturias
Ávila,Broken clouds,7,88,3.2,1018,3.0,4.1,Unknown,Unknown,2.0,5.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Badajoz,Scattered clouds,13,70,25.6,1017,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Extremadura
"Balears, Illes",Broken clouds,19,59,19.7,1011,28.0,5.0,7.8,69.0,1.5,2.9,Unknown,No,2022-11-18 11:00:00,"Balears, Illes"
Barcelona,Few clouds,15,68,22.2,1009,10.0,2.4,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Cataluña
Burgos,Broken clouds,5,93,11.1,1013,1.0,4.1,Unknown,Unknown,6.0,1.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Cáceres,Broken clouds,11,70,22.4,1016,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Extremadura
Cádiz,Broken clouds,16,71,31.7,1017,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Andalucía
Cantabria,Broken clouds,11,90,11.3,1014,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Cantabria
Castellón/Castelló,Broken clouds,18,45,4.1,1010,20.0,1.0,1.0,50.0,3.0,3.0,0.1,No,2022-11-18 11:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,10,95,18.5,1013,21.0,5.0,11.0,Unknown,5.0,2.0,Unknown,No,2022-11-18 11:00:00,Castilla-La Mancha
Córdoba,Scattered clouds,13,94,7.4,1016,19.0,4.6,11.9,43.5,4.5,2.0,0.2,No,2022-11-18 11:00:00,Andalucía
"Coruña, A",Scattered clouds,12,79,15.8,1017,23.0,4.1,Unknown,57.0,Unknown,1.0,Unknown,No,2022-11-18 11:00:00,Galicia
Cuenca,Broken clouds,8,87,18.3,1012,57.0,15.0,Unknown,Unknown,Unknown,4.0,Unknown,No,2022-11-18 11:00:00,Castilla-La Mancha
Girona,Broken clouds,12,81,3.8,1010,45.0,11.0,18.0,Unknown,Unknown,1.0,Unknown,No,2022-11-18 11:00:00,Cataluña
Granada,Shower rain,10,87,18.5,1014,24.0,2.4,6.5,58.0,3.0,11.0,0.1,No,2022-11-18 11:00:00,Andalucía
Guadalajara,Broken clouds,10,72,11.7,1012,29.0,7.0,11.0,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Castilla-La Mancha
Huelva,Broken clouds,14,80,9.6,1023,17.0,4.0,8.1,Unknown,3.5,1.5,0.3,No,2022-11-18 11:00:00,Andalucía
Huesca,Clear sky,11,69,14.8,1009,1.0,4.1,Unknown,Unknown,5.0,1.0,Unknown,No,2022-11-18 11:00:00,Aragón
Jaén,Broken clouds,12,79,1.6,1015,27.0,2.1,14.3,66.0,6.0,4.0,0.4,No,2022-11-18 11:00:00,Andalucía
León,Few clouds,7,64,16.6,1015,21.0,5.0,Unknown,Unknown,17.5,1.5,Unknown,No,2022-11-18 11:00:00,Castilla y León
Lleida,Broken clouds,14,51,13.9,1010,39.0,9.5,14.0,32.0,6.0,1.0,Unknown,No,2022-11-18 11:00:00,Cataluña
Lugo,Broken clouds,8,96,3.2,1016,20.0,4.8,1.0,Unknown,Unknown,1.7,Unknown,No,2022-11-18 11:00:00,Galicia
Madrid,Broken clouds,10,83,22.2,1013,21.0,5.0,9.0,31.5,37.0,1.0,Unknown,No,2022-11-18 11:00:00,Madrid
Málaga,Broken clouds,15,87,16.7,1014,21.0,5.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Andalucía
Murcia,Rain,17,55,16.3,1012,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Murcia
Navarra,Broken clouds,10,74,9.9,1013,56.0,14.5,21.0,4.0,52.5,2.0,Unknown,No,2022-11-18 11:00:00,Navarra
Ourense,Scattered clouds,10,85,7.7,1018,19.0,3.0,21.0,Unknown,Unknown,2.8,Unknown,No,2022-11-18 11:00:00,Galicia
Palencia,Broken clouds,8,83,8.1,1013,13.0,3.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Castilla y León
"Palmas, Las",Broken clouds,23,80,18.4,1023,17.0,4.1,Unknown,Unknown,Unknown,5.0,Unknown,No,2022-11-18 11:00:00,Canarias
"Rioja, La",Broken clouds,11,66,9.1,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,"Rioja, La"
Salamanca,Few clouds,6,89,22.2,1017,4.0,1.0,Unknown,Unknown,5.5,1.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,21,81,20.4,1023,0.0,0.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Canarias
Segovia,Broken clouds,6,89,16.2,1014,8.0,2.0,4.0,Unknown,3.0,2.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Sevilla,Broken clouds,16,63,17.1,1017,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Andalucía
Soria,Broken clouds,7,72,9.1,1012,2.0,4.1,Unknown,Unknown,Unknown,3.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Tarragona,Clear sky,16,56,5.5,1012,33.0,8.0,11.0,54.5,7.0,1.5,Unknown,No,2022-11-18 11:00:00,Cataluña
Teruel,Broken clouds,7,93,9.3,1012,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 11:00:00,Aragón
Toledo,Broken clouds,11,77,28.5,1013,21.0,5.0,8.0,Unknown,Unknown,2.0,Unknown,No,2022-11-18 11:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,17,53,23.7,1011,19.0,4.5,8.0,38.0,8.0,4.0,0.1,No,2022-11-18 11:00:00,Comunidad Valenciana
Valladolid,Few clouds,9,78,24.1,1013,29.0,7.0,7.0,58.0,16.5,5.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Zamora,Scattered clouds,8,100,22.9,1015,21.0,5.0,8.0,Unknown,8.0,1.0,Unknown,No,2022-11-18 11:00:00,Castilla y León
Zaragoza,Broken clouds,13,54,24.1,1011,21.0,5.0,9.2,26.5,34.7,5.6,150.0,No,2022-11-18 11:00:00,Aragón
Ceuta,Broken clouds,16,79,32.9,1016,24.0,3.2,8.5,59.8,Unknown,4.8,0.2,No,2022-11-18 11:00:00,Ceuta
Albacete,Few clouds,11,76,22.2,1012,41.0,10.0,22.0,59.0,14.0,3.0,0.0,No,2022-11-18 18:00:00,Castilla-La Mancha
Alicante/Alacant,Broken clouds,16,56,25.0,1010,16.0,1.0,3.0,40.0,13.0,3.0,0.1,No,2022-11-18 18:00:00,Alicante/Alacant
Almería,Broken clouds,17,64,16.6,1012,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Andalucía
Asturias,Broken clouds,8,89,8.1,1015,25.0,2.0,7.0,61.0,10.5,9.0,0.5,No,2022-11-18 18:00:00,Asturias
Ávila,Scattered clouds,5,70,28.8,1016,5.0,1.1,Unknown,Unknown,3.0,5.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Badajoz,Clear sky,13,60,21.2,1019,31.0,4.1,Unknown,77.0,11.0,0.5,0.1,No,2022-11-18 18:00:00,Extremadura
"Balears, Illes",Broken clouds,16,70,14.8,1009,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,"Balears, Illes"
Barcelona,Scattered clouds,14,75,16.7,1008,8.0,1.8,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Cataluña
Burgos,Broken clouds,6,78,9.5,1014,5.0,1.1,Unknown,Unknown,21.0,1.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Cáceres,Clear sky,10,62,19.2,1017,5.0,1.1,Unknown,Unknown,1.5,0.1,0.2,No,2022-11-18 18:00:00,Extremadura
Cádiz,Clear sky,17,51,35.6,1019,37.0,9.0,16.5,63.0,8.0,2.0,0.5,No,2022-11-18 18:00:00,Andalucía
Cantabria,Broken clouds,12,76,40.1,1014,6.0,1.4,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Cantabria
Castellón/Castelló,Broken clouds,11,84,9.1,1009,10.0,1.0,3.0,25.0,19.0,11.5,0.1,No,2022-11-18 18:00:00,Comunidad Valenciana
Ciudad Real,Broken clouds,10,55,17.2,1015,10.0,2.0,11.0,Unknown,Unknown,2.0,Unknown,No,2022-11-18 18:00:00,Castilla-La Mancha
Córdoba,Clear sky,15,51,18.5,1016,29.0,3.2,4.3,72.0,5.0,2.0,0.2,No,2022-11-18 18:00:00,Andalucía
"Coruña, A",Scattered clouds,11,79,22.9,1018,25.0,4.1,Unknown,61.0,2.5,1.0,Unknown,No,2022-11-18 18:00:00,Galicia
Cuenca,Broken clouds,7,64,23.1,1012,12.0,3.0,5.0,Unknown,Unknown,4.0,Unknown,No,2022-11-18 18:00:00,Castilla-La Mancha
Girona,Broken clouds,10,92,5.5,1009,45.0,11.0,17.0,Unknown,Unknown,1.0,Unknown,No,2022-11-18 18:00:00,Cataluña
Granada,Few clouds,11,68,20.4,1012,25.0,6.0,7.6,54.0,18.0,11.0,0.1,No,2022-11-18 18:00:00,Andalucía
Guadalajara,Scattered clouds,9,66,24.8,1016,8.0,2.0,6.0,Unknown,Unknown,4.0,Unknown,No,2022-11-18 18:00:00,Castilla-La Mancha
Huelva,Few clouds,16,44,16.1,1025,34.0,8.1,15.3,76.0,0.0,1.0,0.3,No,2022-11-18 18:00:00,Andalucía
Huesca,Broken clouds,9,74,23.3,1009,3.0,4.1,Unknown,Unknown,19.0,1.0,Unknown,No,2022-11-18 18:00:00,Aragón
Jaén,Broken clouds,11,62,21.3,1016,27.0,4.1,Unknown,67.0,6.0,4.0,0.1,No,2022-11-18 18:00:00,Andalucía
León,Scattered clouds,8,65,14.8,1014,8.0,2.0,Unknown,Unknown,14.0,1.5,Unknown,No,2022-11-18 18:00:00,Castilla y León
Lleida,Clear sky,12,70,16.7,1006,33.0,8.0,12.5,46.0,4.0,1.0,Unknown,No,2022-11-18 18:00:00,Cataluña
Lugo,Broken clouds,6,96,6.2,1019,29.0,7.0,5.0,Unknown,Unknown,1.0,Unknown,No,2022-11-18 18:00:00,Galicia
Madrid,Scattered clouds,11,42,22.0,1013,25.0,3.0,6.5,62.0,21.0,1.0,Unknown,No,2022-11-18 18:00:00,Madrid
Málaga,Few clouds,17,50,31.5,1014,3.0,0.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Andalucía
Murcia,Broken clouds,15,70,11.3,1011,19.0,4.5,12.0,30.0,39.0,8.0,Unknown,No,2022-11-18 18:00:00,Murcia
Navarra,Broken clouds,8,90,9.8,1013,21.0,5.0,8.0,38.0,20.5,2.0,Unknown,No,2022-11-18 18:00:00,Navarra
Ourense,Broken clouds,8,93,8.9,1020,19.0,1.0,21.0,Unknown,Unknown,3.0,Unknown,No,2022-11-18 18:00:00,Galicia
Palencia,Scattered clouds,9,69,6.4,1014,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Castilla y León
"Palmas, Las",Scattered clouds,23,74,23.8,1022,21.0,4.0,23.0,52.5,17.0,2.0,Unknown,No,2022-11-18 18:00:00,Canarias
"Rioja, La",Scattered clouds,10,76,11.1,1013,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,"Rioja, La"
Salamanca,Few clouds,7,72,16.7,1019,21.0,5.0,Unknown,Unknown,11.0,2.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,22,82,24.1,1024,20.0,4.0,8.0,49.0,5.0,7.0,Unknown,No,2022-11-18 18:00:00,Canarias
Segovia,Broken clouds,6,66,21.1,1015,8.0,2.0,3.0,Unknown,6.0,2.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Sevilla,Few clouds,17,51,22.2,1017,4.0,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Andalucía
Soria,Broken clouds,4,87,1.6,1012,5.0,1.1,Unknown,Unknown,Unknown,5.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Tarragona,Rain,16,47,15.3,1008,25.0,6.0,9.0,45.0,17.0,3.0,Unknown,No,2022-11-18 18:00:00,Cataluña
Teruel,Broken clouds,6,87,25.9,1011,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-18 18:00:00,Aragón
Toledo,Few clouds,14,55,28.1,1015,12.0,3.0,2.0,Unknown,Unknown,2.0,Unknown,No,2022-11-18 18:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,15,64,17.5,1009,18.0,4.0,7.0,43.0,9.0,3.0,0.1,No,2022-11-18 18:00:00,Comunidad Valenciana
Valladolid,Clear sky,8,54,23.2,1014,27.0,5.5,5.0,65.5,14.0,8.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Zamora,Scattered clouds,10,83,30.0,1015,12.0,3.0,3.0,Unknown,9.0,1.0,Unknown,No,2022-11-18 18:00:00,Castilla y León
Zaragoza,Broken clouds,11,72,31.5,1011,23.0,5.5,8.3,51.9,15.8,5.1,150.0,No,2022-11-18 18:00:00,Aragón
Ceuta,Scattered clouds,17,59,32.0,1018,29.0,7.0,10.6,67.2,Unknown,5.9,0.2,No,2022-11-18 18:00:00,Ceuta
Albacete,Few clouds,8,66,33.3,1018,27.0,4.0,19.0,67.0,4.0,2.0,0.0,No,2022-11-19 11:00:00,Castilla-La Mancha
Alicante/Alacant,Rain,14,47,41.0,1015,23.0,4.1,Unknown,57.5,6.5,3.0,0.1,No,2022-11-19 11:00:00,Alicante/Alacant
Almería,Clear sky,16,36,10.4,1017,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Andalucía
Asturias,Rain,8,95,3.2,1020,17.0,2.0,Unknown,41.0,22.0,6.0,0.5,No,2022-11-19 11:00:00,Asturias
Ávila,Broken clouds,5,82,8.1,1024,1.0,4.1,Unknown,Unknown,1.0,2.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Badajoz,Broken clouds,13,65,18.9,1023,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Extremadura
"Balears, Illes",Scattered clouds,15,59,22.9,1012,29.0,3.0,4.1,71.0,2.7,2.9,Unknown,No,2022-11-19 11:00:00,"Balears, Illes"
Barcelona,Broken clouds,12,67,7.7,1010,9.0,2.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Cataluña
Burgos,Scattered clouds,3,87,9.3,1019,2.0,4.1,Unknown,Unknown,13.0,1.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Cáceres,Broken clouds,10,68,14.2,1023,0.0,4.1,Unknown,Unknown,2.4,0.1,0.3,No,2022-11-19 11:00:00,Extremadura
Cádiz,Broken clouds,15,61,27.6,1024,41.0,10.0,17.7,34.0,25.0,3.0,0.4,No,2022-11-19 11:00:00,Andalucía
Cantabria,Broken clouds,9,87,14.8,1020,1.0,0.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Cantabria
Castellón/Castelló,Few clouds,15,43,6.0,1013,15.0,1.0,1.0,37.0,9.0,11.0,0.1,No,2022-11-19 11:00:00,Comunidad Valenciana
Ciudad Real,Clear sky,8,79,18.5,1020,15.0,3.0,16.0,Unknown,3.0,2.0,Unknown,No,2022-11-19 11:00:00,Castilla-La Mancha
Córdoba,Clear sky,10,76,13.0,1023,13.0,3.1,7.6,32.0,12.5,2.5,0.2,No,2022-11-19 11:00:00,Andalucía
"Coruña, A",Scattered clouds,10,88,11.1,1021,53.0,13.0,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-19 11:00:00,Galicia
Cuenca,Scattered clouds,4,74,30.0,1019,17.0,4.0,7.0,Unknown,Unknown,3.0,Unknown,No,2022-11-19 11:00:00,Castilla-La Mancha
Girona,Broken clouds,11,66,7.0,1011,41.0,10.0,16.0,Unknown,Unknown,1.0,Unknown,No,2022-11-19 11:00:00,Cataluña
Granada,Scattered clouds,7,77,0.0,1019,25.0,6.0,5.4,41.0,14.0,9.0,0.1,No,2022-11-19 11:00:00,Andalucía
Guadalajara,Broken clouds,7,59,17.4,1020,4.0,1.0,3.0,Unknown,2.0,Unknown,Unknown,No,2022-11-19 11:00:00,Castilla-La Mancha
Huelva,Broken clouds,13,60,14.5,1030,25.0,6.0,14.4,42.0,0.0,2.0,0.3,No,2022-11-19 11:00:00,Andalucía
Huesca,Clear sky,8,72,35.2,1013,1.0,4.1,Unknown,Unknown,6.0,2.0,Unknown,No,2022-11-19 11:00:00,Aragón
Jaén,Scattered clouds,9,68,11.3,1026,28.0,1.1,4.8,67.5,4.5,4.0,0.2,No,2022-11-19 11:00:00,Andalucía
León,Broken clouds,5,66,12.7,1021,12.0,3.0,Unknown,Unknown,13.0,1.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Lleida,Broken clouds,11,58,17.8,1012,29.0,7.0,11.5,57.0,1.5,1.0,Unknown,No,2022-11-19 11:00:00,Cataluña
Lugo,Broken clouds,10,98,2.3,1021,12.0,3.0,4.0,Unknown,Unknown,1.0,Unknown,No,2022-11-19 11:00:00,Galicia
Madrid,Few clouds,8,56,29.6,1019,29.0,1.5,5.0,70.0,10.0,1.0,Unknown,No,2022-11-19 11:00:00,Madrid
Málaga,Broken clouds,14,50,24.9,1021,1.0,0.3,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Andalucía
Murcia,Few clouds,15,45,27.8,1017,26.0,3.0,13.0,64.0,9.0,5.0,Unknown,No,2022-11-19 11:00:00,Murcia
Navarra,Rain,4,94,3.7,1016,23.0,5.5,7.0,35.0,17.0,1.0,Unknown,No,2022-11-19 11:00:00,Navarra
Ourense,Broken clouds,10,84,5.1,1023,15.0,3.0,16.0,Unknown,Unknown,2.7,Unknown,No,2022-11-19 11:00:00,Galicia
Palencia,Few clouds,5,78,12.9,1022,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Castilla y León
"Palmas, Las",Broken clouds,21,64,34.0,1025,33.0,8.0,18.0,64.0,27.0,2.0,Unknown,No,2022-11-19 11:00:00,Canarias
"Rioja, La",Broken clouds,6,76,31.5,1019,9.0,2.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,"Rioja, La"
Salamanca,Scattered clouds,6,71,23.9,1022,17.0,4.0,Unknown,Unknown,3.0,Unknown,Unknown,No,2022-11-19 11:00:00,Castilla y León
Santa Cruz de Tenerife,Broken clouds,20,70,32.3,1026,48.0,11.5,21.5,72.5,3.5,7.0,Unknown,No,2022-11-19 11:00:00,Canarias
Segovia,Broken clouds,5,85,19.2,1021,4.0,1.0,3.0,Unknown,5.0,2.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Sevilla,Clear sky,13,72,6.4,1023,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Andalucía
Soria,Broken clouds,4,66,12.9,1018,4.0,4.1,Unknown,Unknown,22.0,3.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Tarragona,Broken clouds,12,59,22.7,1010,30.0,5.0,10.0,73.0,3.0,1.0,Unknown,No,2022-11-19 11:00:00,Cataluña
Teruel,Broken clouds,4,75,18.5,1016,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 11:00:00,Aragón
Toledo,Scattered clouds,8,64,18.4,1021,8.0,2.0,4.0,Unknown,5.0,2.0,Unknown,No,2022-11-19 11:00:00,Castilla-La Mancha
Valencia/València,Broken clouds,14,45,28.7,1014,17.0,4.0,5.0,33.0,17.0,4.0,0.1,No,2022-11-19 11:00:00,Comunidad Valenciana
Valladolid,Clear sky,6,74,13.0,1021,22.0,5.0,7.0,53.5,15.0,2.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Zamora,Scattered clouds,7,100,25.0,1022,33.0,8.0,12.0,Unknown,8.0,1.0,Unknown,No,2022-11-19 11:00:00,Castilla y León
Zaragoza,Broken clouds,11,57,47.5,1015,25.0,3.0,5.6,60.1,7.9,4.7,125.0,No,2022-11-19 11:00:00,Aragón
Ceuta,Broken clouds,13,62,31.3,1023,23.0,4.8,7.1,56.6,Unknown,5.4,0.2,No,2022-11-19 11:00:00,Ceuta
Albacete,Scattered clouds,10,53,38.9,1017,32.0,3.0,18.0,78.0,6.0,2.0,0.0,No,2022-11-19 16:00:00,Castilla-La Mancha
Alicante/Alacant,Rain,17,34,39.1,1014,29.0,2.0,Unknown,70.0,2.0,3.0,0.1,No,2022-11-19 16:00:00,Alicante/Alacant
Almería,Few clouds,18,46,14.8,1016,12.0,3.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Andalucía
Asturias,Rain,9,94,4.8,1019,39.0,9.5,10.0,52.0,7.5,4.0,0.6,No,2022-11-19 16:00:00,Asturias
Ávila,Broken clouds,6,77,6.4,1023,1.0,4.1,Unknown,Unknown,2.0,2.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Badajoz,Broken clouds,15,69,22.2,1023,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Extremadura
"Balears, Illes",Broken clouds,15,54,29.7,1012,30.0,3.5,6.5,72.5,1.8,1.8,Unknown,No,2022-11-19 16:00:00,"Balears, Illes"
Barcelona,Few clouds,15,54,16.7,1010,8.0,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Cataluña
Burgos,Broken clouds,5,81,9.3,1019,1.0,4.1,Unknown,Unknown,1.0,1.0,Unknown,No,2022-11-19 16:00:00,Castilla y León
Cáceres,Broken clouds,12,54,18.7,1021,5.0,1.1,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Extremadura
Cádiz,Scattered clouds,18,59,24.1,1023,28.0,5.0,13.0,69.0,3.0,4.0,0.5,No,2022-11-19 16:00:00,Andalucía
Cantabria,Broken clouds,11,86,18.5,1020,3.0,0.7,Unknown,Unknown,Unknown,Unknown,Unknown,No,2022-11-19 16:00:00,Cantabria
Castellón/Castelló,Broken clouds,17,35,29.2,1012,24.0,1.0,1.0,59.0,3.0,3.0,0.1,No,2022-11-19 16:00:00,Comunidad Valenciana
Ciudad Real,Few clouds,11,56,18.5,1019,8.0,2.0,7.0,Unknown,3.0,2.0,Unknown,No,2022-11-19 16:00:00,Castilla-La Mancha
Córdoba,Clear sky,15,41,13.0,1020,24.0,3.1,7.1,59.5,5.0,2.5,0.2,No,2022-11-19 16:00:00,Andalucía
"Coruña, A",Scattered clouds,11,93,4.8,1020,57.0,15.0,Unknown,Unknown,Unknown,1.0,Unknown,No,2022-11-19 16:00:00,Galicia
Cuenca,Broken clouds,7,50,31.7,1017,21.0,5.0,11.0,Unknown,8.0,3.0,Unknown,No,2022-11-19 16:00:00,Castilla-La Mancha
Girona,Broken clouds,13,58,3.0,1010,33.0,8.0,14.0,Unknown,Unknown,1.0,Unknown,No,2022-11-19 16:00:00,Cataluña
Granada,Scattered clouds,10,54,18.7,1020,25.0,3.6,5.4,62.0,8.0,9.0,0.1,No,2022-11-19 16:00:00,Andalucía
Guadalajara,Scattered clouds,8,56,22.1,1021,12.0,3.0,6.0,Unknown,2.0,2.0,Unknown,No,2022-11-19 16:00:00,Castilla-La Mancha
Huelva,Broken clouds,17,47,9.6,1028,29.0,5.2,12.6,72.0,0.0,2.0,0.3,No,2022-11-19 16:00:00,Andalucía
Huesca,Clear sky,10,57,27.2,1012,1.0,4.1,Unknown,Unknown,6.0,2.0,Unknown,No,2022-11-19 16:00:00,Aragón
Jaén,Broken clouds,12,45,20.8,1019,29.0,2.1,4.8,71.0,4.5,4.5,0.2,No,2022-11-19 16:00:00,Andalucía
León,Broken clouds,8,57,11.1,1019,4.0,1.0,Unknown,Unknown,19.0,1.5,Unknown,No,2022-11-19 16:00:00,Castilla y León
Lleida,Clear sky,15,36,22.8,1010,37.0,9.0,17.0,67.0,1.0,1.0,Unknown,No,2022-11-19 16:00:00,Cataluña
Lugo,Broken clouds,7,97,5.3,1022,32.0,7.8,15.0,Unknown,Unknown,1.0,Unknown,No,2022-11-19 16:00:00,Galicia
